,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind,hour,date,day,product,product_Accessible,product_Basic,product_Lux,product_SUV,product_Sedan,product_Shared,product_XL
3118,2.8,Lyft,Back Bay,North End,32.5,1.0,bfe2399a-6e6f-44a9-bdd2-ad30ad730a3b,lyft_luxsuv,Lux Black XL,2018-11-28:13.32.07,37.98,0.55,991.82,,0.69,6.76,13,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1426,2.17,Uber,South Station,North Station,9.5,1.0,a0521ef1-917a-4a57-bced-47e343d41742,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:00.02.08,39.14,0.82,996.07,,0.67,10.7,0,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
748,2.69,Lyft,Theatre District,Fenway,16.5,1.0,14af8ce4-f662-485c-802f-2960be6a865f,lyft_plus,Lyft XL,2018-11-28:14.02.08,38.48,0.49,991.67,,0.67,11.49,14,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
1385,1.32,Lyft,Beacon Hill,Haymarket Square,13.5,1.0,67c22f8c-37b1-4070-b0dd-0020524bb65b,lyft_premier,Lux,2018-11-28:16.02.08,41.22,0.63,991.56,,0.62,9.89,16,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
163,1.41,Uber,Boston University,Back Bay,7.5,1.0,72c49fe5-89f9-4166-8f61-3b5f132d133c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:10.32.07,32.86,0.16,991.42,,0.85,6.36,10,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
1126,0.64,Lyft,West End,Haymarket Square,7.0,1.0,49535fed-14b7-40ea-a119-1a0e5bdcb1eb,lyft,Lyft,2018-11-29:06.41.41,37.59,0.61,1000.59,,0.71,10.58,6,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
2742,3.5,Lyft,North Station,Boston University,38.5,1.0,c94b49a5-d70f-41d7-b063-877bd361abb9,lyft_luxsuv,Lux Black XL,2018-11-28:12.02.07,34.5,0.84,991.23,,0.76,6.29,12,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
614,1.3,Uber,Theatre District,South Station,27.5,1.0,d861b826-ed00-4d87-b028-40a6d121f184,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.32.08,36.78,0.65,997.4,,0.77,10.16,1,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
2294,3.22,Uber,North Station,Northeastern University,11.5,1.0,090f405e-503d-45ec-93fb-1eca21eeb607,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:09.32.18,33.21,0.42,991.82,,0.84,5.87,9,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3426,1.06,Lyft,North End,West End,26.0,1.0,106309b5-b58c-4577-a88a-c03474d887aa,lyft_luxsuv,Lux Black XL,2018-11-29:06.41.41,37.44,0.61,1000.6,,0.71,10.54,6,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
803,4.45,Lyft,Financial District,Fenway,30.0,1.0,5b64380f-de05-4cd2-80f2-5ba2ee851e7f,lyft_lux,Lux Black,2018-11-28:23.02.09,39.85,0.98,995.06,,0.64,9.9,23,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
3163,0.52,Lyft,North Station,Haymarket Square,16.5,1.0,379ede86-d69f-46ca-8204-4b668bea1b09,lyft_lux,Lux Black,2018-11-28:12.32.07,36.08,0.73,991.29,,0.72,7.76,12,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2839,4.32,Lyft,Financial District,Fenway,7.0,1.0,268bf231-245b-4421-897a-060a9ccf2903,lyft_line,Shared,2018-11-28:11.06.24,33.12,0.4,990.69,,0.82,6.52,11,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
657,1.08,Lyft,Theatre District,South Station,26.0,1.0,d9fff6f2-a875-4e0b-a8f1-4ec44e28747b,lyft_luxsuv,Lux Black XL,2018-11-28:21.32.07,40.99,0.86,994.07,,0.64,9.63,21,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
1400,1.54,Lyft,Back Bay,Boston University,16.5,1.0,5c64c78d-1c55-4cf0-ba54-b3efb83b582d,lyft_lux,Lux Black,2018-11-26:22.42.25,44.48,0.97,1007.91,0.0082,0.88,9.47,22,2018-11-26,Monday,Sedan,0,0,0,0,1,0,0
2291,2.27,Uber,Boston University,Beacon Hill,7.5,1.0,8765deef-163b-4251-be3c-504f9a770c45,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.02.08,38.69,0.71,997.13,,0.71,9.91,1,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
1269,0.55,Uber,South Station,Theatre District,11.5,1.0,c80ea350-df85-4b3b-8df1-a9939f6ae311,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:01.53.39,38.4,0.57,997.66,,0.7,10.05,1,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
3005,1.08,Uber,North End,North Station,8.5,1.0,9c222b71-c01f-4b41-ad75-6f3881b51a48,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:20.05.09,45.14,0.98,1010.02,,0.84,8.18,20,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
572,1.06,Lyft,North End,West End,3.5,1.0,cec34953-f557-45c4-a77e-068750d01625,lyft_line,Shared,2018-11-28:17.06.23,41.39,0.91,991.51,0.002,0.63,9.33,17,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
3291,3.23,Uber,North Station,Northeastern University,,1.0,236deccc-ea00-4c06-a54c-e158ffdc644a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:18.05.09,45.09,0.97,1012.38,,0.88,4.49,18,2018-11-26,Monday,,0,0,0,0,0,0,0
355,1.71,Lyft,North End,Theatre District,16.5,1.0,c3a94d5f-fea5-4698-a103-f67d632b6aba,lyft_premier,Lux,2018-11-29:00.02.07,39.1,0.83,996.08,,0.67,10.75,0,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
787,0.76,Lyft,Haymarket Square,West End,16.5,1.0,b8dcbd3f-06f5-4555-9401-4c507ae55306,lyft_lux,Lux Black,2018-11-29:02.32.09,37.91,0.37,998.29,,0.72,10.74,2,2018-11-29,Thursday,Sedan,0,0,0,0,1,0,0
670,2.32,Uber,Haymarket Square,Back Bay,10.5,1.0,476474be-b7bf-4602-9fa9-9ff63ebc0b70,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:01.32.08,38.46,0.65,997.43,,0.72,10.06,1,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
1935,1.35,Uber,Haymarket Square,Beacon Hill,,1.0,b68b15f5-d36e-4506-a72b-11e2254939d5,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:05.13.05,40.64,0.93,1013.76,,0.92,2.99,5,2018-11-26,Monday,,0,0,0,0,0,0,0
1776,2.87,Lyft,Northeastern University,Theatre District,19.5,1.0,359f32b2-6b1f-461d-a2f8-9f843f5f2fca,lyft_plus,Lyft XL,2018-11-28:13.02.07,36.8,0.64,991.57,,0.7,6.6,13,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3718,1.3,Uber,Theatre District,South Station,17.0,1.0,92a17b35-6241-4ad5-acc4-6bfa8525b36d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:20.02.07,41.61,1.0,992.57,,0.63,9.28,20,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2155,3.2,Lyft,Fenway,North Station,19.5,1.0,cfa16670-b8ea-4917-a529-77e254d4f4cf,lyft_premier,Lux,2018-11-28:07.31.37,35.01,0.15,991.75,,0.8,6.61,7,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
1352,2.62,Uber,Boston University,Theatre District,,1.0,132b0b46-19ce-4fba-93c8-7ac2e82f052c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:09.34.34,33.15,0.42,991.81,,0.85,5.99,9,2018-11-28,Wednesday,,0,0,0,0,0,0,0
842,1.0,Uber,Financial District,Haymarket Square,,1.0,e3d9a715-c0a1-4d4d-a0ea-8f10600856e7,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:02.32.08,38.05,0.37,998.28,,0.71,10.79,2,2018-11-29,Thursday,,0,0,0,0,0,0,0
2244,0.52,Lyft,South Station,Financial District,9.0,1.0,5b353729-714d-4d1d-859c-bb78b7cdb952,lyft_plus,Lyft XL,2018-11-26:04.41.37,40.49,0.87,1014.18,,0.94,2.6,4,2018-11-26,Monday,XL,0,0,0,0,0,0,1
2360,2.86,Uber,West End,Northeastern University,14.5,1.0,57e1f558-6ee2-465b-a754-8bfd95fcf324,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:02.07.18,38.24,0.51,997.93,,0.71,10.27,2,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
3603,1.21,Lyft,West End,North End,5.0,1.0,a916c5fe-5751-4e94-89f6-e49e052c373b,lyft_line,Shared,2018-11-29:04.32.07,37.55,0.51,998.73,,0.71,10.03,4,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
2606,1.5,Uber,Back Bay,Fenway,7.5,1.0,f7e044b4-b99d-479c-b8a1-f5fc7a2b0c34,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:22.32.09,39.86,0.8,994.7,,0.66,9.94,22,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2192,2.81,Uber,Theatre District,Northeastern University,9.5,1.0,698168ff-3aa5-467e-951c-6bfe4357ab39,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:04.09.18,37.47,0.58,998.48,,0.71,9.43,4,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
3370,2.98,Uber,Theatre District,Boston University,,1.0,38d51648-a131-4bc5-9fa6-77cd25370255,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:01.09.23,38.65,0.68,997.26,,0.71,9.92,1,2018-11-29,Thursday,,0,0,0,0,0,0,0
3654,3.26,Uber,West End,Fenway,14.0,1.0,77f4d135-70c4-455f-9a17-285320df7e72,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:15.06.22,39.64,0.28,991.79,,0.65,8.4,15,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
3255,2.86,Uber,West End,Northeastern University,10.0,1.0,81f81907-995c-472b-9367-5b071efeed9f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:21.05.10,44.67,1.0,1009.09,,0.85,9.19,21,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
2091,2.79,Uber,Beacon Hill,Boston University,9.5,1.0,615f43ae-b330-494c-8d04-99a335465f85,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:23.53.40,39.34,0.85,995.99,,0.66,10.35,23,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2084,2.86,Uber,West End,Northeastern University,10.5,1.0,16de5889-6064-449e-acd6-b3a8cec1288b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:22.42.24,44.44,0.97,1007.91,0.0056,0.88,9.61,22,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
3062,1.34,Lyft,South Station,Back Bay,10.5,1.0,033daa1c-6e2d-417d-85ad-0b8bdf04060b,lyft,Lyft,2018-11-26:06.16.16,40.47,1.0,1014.18,,0.91,1.19,6,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
3711,1.3,Uber,Theatre District,South Station,27.5,1.0,4537ef35-a809-4b5c-a57e-a76672d66057,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:02.07.18,38.6,0.51,997.89,,0.7,10.47,2,2018-11-29,Thursday,SUV,0,0,0,1,0,0,0
995,0.99,Uber,Financial District,Haymarket Square,27.0,1.0,025ae4a5-9cdd-4b4e-a8cc-4af65c301443,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:21.35.09,44.55,0.92,1009.04,,0.86,9.45,21,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
3266,1.65,Uber,Beacon Hill,North End,9.0,1.0,4d3e6221-f5a8-4ae3-a77a-f03a5b1a1bca,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:22.32.09,40.1,0.8,994.64,,0.66,10.1,22,2018-11-28,Wednesday,Accessible,1,0,0,0,0,0,0
1257,2.25,Uber,Boston University,Beacon Hill,8.5,1.0,1c6fb29b-4a0c-4d88-9eca-e67152f53725,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27:01.45.22,44.27,1.0,1004.45,0.693,0.9,13.31,1,2018-11-27,Tuesday,Shared,0,0,0,0,0,1,0
128,4.54,Lyft,Fenway,Financial District,16.5,1.25,cc154482-1d63-4c7c-ae88-1b753c6e013e,lyft,Lyft,2018-11-28:17.02.08,41.41,0.92,991.49,,0.63,9.25,17,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
515,1.46,Uber,Beacon Hill,North End,,1.0,4ea651cf-eebf-4668-8e0c-a4ee486ac9c1,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:01.02.08,38.72,0.7,997.11,,0.7,9.97,1,2018-11-29,Thursday,,0,0,0,0,0,0,0
3525,0.92,Uber,North End,Financial District,26.0,1.0,d11f9fcd-777f-4221-b93a-98bd8d1136fa,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:10.32.07,33.53,0.15,991.41,,0.83,6.45,10,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
2553,2.3,Uber,Back Bay,Haymarket Square,9.0,1.0,c5401bcc-266e-48af-8b3b-e699a5baf1c8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:17.32.07,41.38,0.85,991.66,,0.64,9.93,17,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1219,1.21,Uber,North End,Financial District,16.0,1.0,67f49cbf-fade-48a1-afab-1da494334b20,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:23.02.09,40.49,0.98,995.03,,0.62,10.08,23,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
1384,0.49,Uber,North Station,Haymarket Square,15.5,1.0,704193e5-3407-4b39-98f2-10865ce7d536,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:16.02.08,41.22,0.63,991.56,,0.62,9.89,16,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
3641,1.08,Uber,North End,North Station,7.0,1.0,c72ccb02-5842-4509-af06-a9ae2acb36fc,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:04.40.55,40.76,0.88,1013.96,,0.93,2.72,4,2018-11-26,Monday,Basic,0,1,0,0,0,0,0
2409,3.13,Lyft,Fenway,North Station,19.5,1.0,b2d661bf-8526-45e6-bc83-ccb4f29cd68b,lyft_plus,Lyft XL,2018-11-26:19.35.10,45.79,0.91,1010.89,,0.83,8.59,19,2018-11-26,Monday,XL,0,0,0,0,0,0,1
3811,2.38,Lyft,Boston University,Beacon Hill,16.5,1.0,4efba5e4-48c6-4758-a144-c0eecbbea658,lyft_premier,Lux,2018-11-28:17.02.08,41.32,0.92,991.49,,0.63,9.23,17,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
2162,1.06,Lyft,North End,West End,10.5,1.0,171e8545-7a0e-4a43-ab8c-27a7a32f7fab,lyft_plus,Lyft XL,2018-11-28:14.02.07,38.41,0.48,991.64,,0.67,11.42,14,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
82,0.59,Lyft,South Station,Theatre District,16.5,1.0,6054dd45-9f91-42cf-8059-216526911687,lyft_lux,Lux Black,2018-11-28:14.06.23,38.51,0.48,991.69,,0.67,11.26,14,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
282,3.07,Uber,North Station,Fenway,19.5,1.0,c42074e8-8195-4a5f-96bd-46cb878a292a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:13.02.07,36.85,0.63,991.58,,0.7,6.36,13,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
3488,0.39,Uber,South Station,Financial District,,1.0,ed7946b4-f4c7-4b9e-9053-d018ab024e60,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:11.02.07,33.74,0.37,990.64,,0.8,6.55,11,2018-11-28,Wednesday,,0,0,0,0,0,0,0
1379,2.79,Uber,Beacon Hill,Boston University,16.0,1.0,aef48639-89b1-4098-9243-46d6d7e620d2,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:06.29.02,40.45,1.0,1014.16,,0.92,1.27,6,2018-11-26,Monday,XL,0,0,0,0,0,0,1
838,1.0,Uber,Financial District,Haymarket Square,6.5,1.0,670a9598-bf09-4aed-b5a6-c189829e36f7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:02.32.08,38.05,0.37,998.28,,0.71,10.79,2,2018-11-29,Thursday,Shared,0,0,0,0,0,1,0
1946,3.27,Lyft,North Station,Northeastern University,19.5,1.0,b07d0145-1768-4480-80f7-8b895b60993a,lyft_plus,Lyft XL,2018-11-29:01.02.08,38.57,0.72,997.15,,0.71,9.88,1,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
2271,1.16,Lyft,North End,Financial District,13.5,1.0,7db1c7bb-048c-461b-9cec-4c084ea17508,lyft_premier,Lux,2018-11-29:00.02.07,39.56,0.83,996.07,,0.66,10.79,0,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
3640,1.08,Uber,North End,North Station,10.5,1.0,c36ebbdf-4e0d-49b6-bf8a-9b8e975eb4cd,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:04.40.55,40.76,0.88,1013.96,,0.93,2.72,4,2018-11-26,Monday,XL,0,0,0,0,0,0,1
378,1.47,Lyft,Boston University,Back Bay,13.5,1.0,46fc0e2f-6f5d-4a90-b274-546c271e3826,lyft_premier,Lux,2018-11-28:21.53.39,40.82,0.85,993.97,,0.63,9.13,21,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
2297,1.45,Lyft,Back Bay,Northeastern University,16.5,1.0,eb19a92f-e30b-4ffc-90e3-4b8f8167ad5e,lyft_lux,Lux Black,2018-11-28:09.32.18,33.21,0.42,991.82,,0.84,5.87,9,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
932,2.31,Lyft,Fenway,Beacon Hill,30.0,1.0,58e3a159-ef5d-4f89-87b3-e6cedf783e19,lyft_luxsuv,Lux Black XL,2018-11-26:09.29.09,40.87,1.0,1014.75,,0.93,1.23,9,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
3201,1.0,Lyft,Haymarket Square,Financial District,13.5,1.0,7243ebbf-3528-403b-a4ea-43ed276cbfb3,lyft_premier,Lux,2018-11-29:00.37.34,38.07,0.77,996.78,,0.7,11.11,0,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
3261,1.04,Uber,Financial District,North End,16.0,1.0,0e2ad0f9-8ad3-47d2-bdfc-827cf5bc137a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:22.32.09,40.1,0.8,994.64,,0.66,10.1,22,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2544,1.05,Lyft,Financial District,Haymarket Square,11.0,1.0,e3ea334c-c3c7-4b7e-9c53-0402eddb1029,lyft_premier,Lux,2018-11-28:17.32.07,41.38,0.85,991.66,,0.64,9.93,17,2018-11-28,Wednesday,Lux,0,0,1,0,0,0,0
2310,2.78,Uber,Northeastern University,North Station,9.5,1.0,daa7426f-07af-4017-9ff6-f37069f0ab3b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:02.15.22,44.25,1.0,1003.18,0.1408,0.91,13.66,2,2018-11-27,Tuesday,Accessible,1,0,0,0,0,0,0
158,1.25,Lyft,Theatre District,Haymarket Square,26.0,1.0,a5ee811c-31f6-4cee-94e2-85f53692ac67,lyft_luxsuv,Lux Black XL,2018-11-26:06.49.45,41.13,0.98,1014.35,,0.92,1.82,6,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
1054,1.34,Uber,Fenway,Back Bay,6.5,1.0,7e55bf64-8693-4680-8a8b-d7a6f6183fc4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:07.31.37,35.01,0.16,991.78,,0.8,6.56,7,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1719,1.12,Lyft,Theatre District,South Station,7.0,1.0,93246d56-191b-4e0c-92ed-c1d155dfe149,lyft,Lyft,2018-11-28:11.02.07,33.78,0.37,990.64,,0.8,6.56,11,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
2783,2.38,Lyft,Beacon Hill,Fenway,7.0,1.0,cdfaf08a-f282-4d99-a6c1-b106a6927929,lyft_line,Shared,2018-11-28:13.32.07,37.97,0.55,991.86,,0.69,6.53,13,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2658,2.61,Uber,Northeastern University,West End,,1.0,4b0be738-7153-4fe9-813e-2f9ce79a53cb,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:23.53.40,39.23,0.85,995.96,,0.66,10.5,23,2018-11-28,Wednesday,,0,0,0,0,0,0,0
1460,4.42,Uber,Financial District,Fenway,9.0,1.0,545bb8b7-eb1e-4692-8fbc-290cbd80a036,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27:02.15.22,44.11,1.0,1003.08,0.117,0.91,13.58,2,2018-11-27,Tuesday,Shared,0,0,0,0,0,1,0
3298,0.9,Uber,North End,North Station,,1.0,8787c53e-2907-4182-98ae-b19cc2b236ad,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:15.06.23,39.63,0.27,991.75,,0.65,8.3,15,2018-11-28,Wednesday,,0,0,0,0,0,0,0
488,3.2,Lyft,North Station,Fenway,27.5,1.0,af1c9956-2751-4ba9-b2ba-3827078068fd,lyft_lux,Lux Black,2018-11-28:22.02.08,40.62,0.83,994.1,,0.63,9.21,22,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
2078,2.58,Uber,Beacon Hill,South Station,8.0,1.0,a984d81a-fbf5-4f18-9299-c4a1307c88b7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:09.32.18,34.13,0.42,991.75,,0.81,5.98,9,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2226,2.71,Lyft,South Station,Back Bay,27.5,1.5,3078aed0-9110-4514-a5c6-d95123190e94,lyft_premier,Lux,2018-11-29:04.02.07,37.73,0.61,998.38,,0.7,9.28,4,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
897,0.72,Uber,Haymarket Square,West End,11.5,1.0,2b2e1dc1-cdd2-4293-81c1-2c93c38b454a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:02.09.19,38.27,0.49,997.92,0.002,0.7,10.4,2,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
3196,2.71,Lyft,Theatre District,Fenway,16.5,1.0,95531450-3e4b-48d3-938c-550fdb70f979,lyft_plus,Lyft XL,2018-11-28:21.41.36,40.29,0.86,994.57,,0.66,9.77,21,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
338,1.71,Lyft,South Station,West End,7.0,1.0,357587a1-73e8-4693-a434-58b083d9f60b,lyft_line,Shared,2018-11-26:22.42.24,44.52,0.97,1007.96,0.017,0.88,9.61,22,2018-11-26,Monday,Shared,0,0,0,0,0,1,0
1334,0.53,Lyft,North Station,Haymarket Square,27.5,1.0,e6fab45d-9d2d-450f-bc83-7724397e7f18,lyft_luxsuv,Lux Black XL,2018-11-26:12.35.09,40.52,0.93,1015.17,,0.95,3.16,12,2018-11-26,Monday,SUV,0,0,0,1,0,0,0
3325,1.82,Uber,Back Bay,Fenway,9.5,1.0,bec99a04-59ca-4a42-9148-c7d4648b5897,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:20.32.07,40.81,1.0,993.33,,0.65,9.75,20,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
925,3.05,Uber,Fenway,North Station,12.5,1.0,70ffe95e-c22a-4077-9359-b5115f5368c9,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:12.02.07,34.62,0.83,991.2,,0.75,6.36,12,2018-11-28,Wednesday,Basic,0,1,0,0,0,0,0
3134,1.29,Lyft,Theatre District,Haymarket Square,5.0,1.0,b74839a1-b0eb-483e-bfbf-af599c3a4320,lyft_line,Shared,2018-11-28:22.53.38,40.09,0.99,994.93,,0.63,9.85,22,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
749,2.69,Lyft,Theatre District,Fenway,7.0,1.0,3fbf77b1-192e-4357-ad8b-c7aa74e148cd,lyft_line,Shared,2018-11-28:14.02.08,38.48,0.49,991.67,,0.67,11.49,14,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
1515,3.42,Uber,Northeastern University,North Station,25.0,1.0,b81eb21c-00a0-4dbc-80c1-af8feb551f12,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:16.02.08,41.26,0.63,991.56,,0.62,9.87,16,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
281,3.04,Lyft,West End,Fenway,26.0,1.0,b34550fc-48f2-400b-a93d-9c1f27cc22dd,lyft_lux,Lux Black,2018-11-28:13.02.07,36.85,0.63,991.58,,0.7,6.36,13,2018-11-28,Wednesday,Sedan,0,0,0,0,1,0,0
3170,1.16,Lyft,Theatre District,Haymarket Square,10.5,1.0,ee4c5990-01b0-4e91-9b2c-0707d0b0388e,lyft_plus,Lyft XL,2018-11-28:21.41.35,40.46,0.86,994.51,,0.65,9.89,21,2018-11-28,Wednesday,XL,0,0,0,0,0,0,1
697,4.72,Lyft,Boston University,Theatre District,9.0,1.0,7dd59625-2f6e-4934-95e0-13cc24a866f6,lyft_line,Shared,2018-11-28:23.02.09,39.88,0.98,995.04,,0.64,10.05,23,2018-11-28,Wednesday,Shared,0,0,0,0,0,1,0
2476,2.4,Lyft,Boston University,Beacon Hill,9.0,1.0,30c725d8-8dff-43d6-9c6c-92e2b90e7c3d,lyft,Lyft,2018-11-29:02.06.46,38.41,0.51,997.89,,0.7,10.34,2,2018-11-29,Thursday,Basic,0,1,0,0,0,0,0
3512,2.28,Lyft,Fenway,Beacon Hill,16.5,1.0,8e458a25-6ced-4c95-9529-411ac655e824,lyft_premier,Lux,2018-11-29:00.39.28,38.55,0.75,996.82,,0.69,11.05,0,2018-11-29,Thursday,Lux,0,0,1,0,0,0,0
1260,0.56,Lyft,North Station,Haymarket Square,9.0,1.0,b9d0f6c2-7b1f-424f-96f5-e0eba4b438c4,lyft_plus,Lyft XL,2018-11-29:00.37.34,38.54,0.76,996.77,,0.69,11.05,0,2018-11-29,Thursday,XL,0,0,0,0,0,0,1
979,0.59,Lyft,West End,Haymarket Square,27.5,1.0,9fb32c79-8d95-408a-9f6b-19a86141108b,lyft_luxsuv,Lux Black XL,2018-11-28:07.33.43,35.02,0.15,991.75,,0.8,6.68,7,2018-11-28,Wednesday,SUV,0,0,0,1,0,0,0
